,NAO(J),NAO,EA_WR,NP,NBRA,AMO(s),TNA,PWR,SWMRR,BEST,PNA,TNI,Hurricane activity,SR,AMM,AMO,SF,Niño(3),SOI,TSA,Niño(4),QBO,PDO,GMOT,Niño(3.4),EP_NP,AT,NOI,Niño(1+2),WHWP,CIP,TPI(IPO),Month,AO,WP,CAR,ONI,AAO,ENSO,MEI,GIAM,NTA
299,2.11,0.09,-0.21,1010.73,207.0,-0.263,-0.37,-0.059000000000000004,1.1,1.84,-0.86,0.122,0.0,4.0,-6.82,-0.36,1029.0,2.25,-2.1,0.89,0.67,-16.78,-0.33,0.12,2.09,,-2.1630000000000003,-0.2,2.01,0.63,10.0,1.42,12,1.238,0.71,0.06,2.12,,,,-0.46,-0.44
300,1.37,-0.46,1.06,1008.32,-10.0,-0.263,-0.31,-0.027999999999999997,0.65,1.06,-0.88,-0.294,0.0,-5.0,-6.53,-0.38299999999999995,1022.0,1.78,-0.5,0.79,0.67,-4.4,-0.46,0.26,1.8,-0.8,-2.113,-2.303,1.26,0.14,11.0,1.08,1,1.232,0.47,0.06,1.84,,,,0.0,-0.4
301,1.22,0.52,-0.89,1008.21,345.0,-0.262,-0.3,-0.10400000000000001,1.46,1.39,-0.14,-0.675,0.0,-5.0,-5.69,-0.40299999999999997,987.0,0.79,-2.3,0.72,0.4,0.08,-0.61,0.34,1.2,0.95,-1.74,-8.273,0.16,0.05,65.0,0.43,2,0.7859999999999999,1.12,0.08,1.25,,,,-0.17,-0.34
302,1.04,-0.09,-0.35,1010.61,15.0,-0.262,-0.32,-0.11599999999999999,2.9,0.46,0.53,-1.1079999999999999,0.0,-9.0,-4.97,-0.354,1004.0,0.09,1.2,0.59,0.01,3.4,-0.5,0.38,0.27,-1.94,-1.538,2.6830000000000003,-0.58,1.03,4.0,0.05,3,0.537,0.56,0.05,0.54,,,,-0.41,-0.25
303,-2.61,-0.73,-0.32,1016.76,157.0,-0.262,-0.19,-0.114,0.54,0.17,0.11,-1.22,0.0,-12.0,-3.62,-0.27399999999999997,1050.0,-0.83,0.1,0.76,-0.37,6.28,-0.69,0.37,-0.58,0.6,-0.772,3.5380000000000003,-1.11,0.2,22.0,-0.44,4,-1.126,1.33,0.02,-0.1,,,,-0.77,-0.2
304,0.37,-0.36,-0.71,1014.43,45.0,-0.262,0.04,-0.24100000000000002,0.93,-0.45,0.67,-1.119,0.0,-14.0,-2.54,-0.179,970.0,-1.32,0.7,0.93,-0.43,8.12,-0.76,0.32,-0.97,-1.49,-0.9490000000000001,0.33399999999999996,-1.37,-0.25,58.0,-0.63,5,0.073,0.71,-0.09,-0.54,,,,-0.63,-0.18
305,0.83,0.7,0.0,1015.1,89.0,-0.264,-0.07,-0.16,0.63,-1.07,1.01,-0.855,0.0,-81.0,-2.47,-0.185,912.0,-1.41,1.8,0.75,-0.82,8.63,-0.97,0.29,-1.18,-1.3,-0.758,1.9669999999999999,-1.61,-1.07,958.0,-1.01,6,0.531,-1.34,-0.13,-0.87,,,,-0.15,-0.18
306,-1.85,0.6,1.35,1017.62,267.0,-0.264,-0.05,-0.153,1.99,-1.05,-0.26,-0.561,2.5,-76.0,-2.15,-0.113,845.0,-1.66,1.0,0.67,-1.05,6.94,-0.57,0.23,-1.54,-1.27,-0.82,0.96,-1.23,-0.57,3722.0,-0.82,7,0.27,0.42,-0.19,-1.11,,,,0.08,-0.24
307,2.32,-0.2,1.67,1017.82,7.0,-0.264,-0.16,-0.06,1.17,-1.4,-0.95,-0.038,0.75,-143.0,-2.06,-0.14300000000000002,829.0,-1.62,2.1,0.58,-1.35,5.86,-1.14,0.06,-1.63,-0.1,-1.189,2.282,-1.62,-1.11,3873.0,-1.18,8,0.313,0.06,-0.23,-1.28,,,,0.05,-0.28
308,-0.79,-0.15,2.91,1014.26,105.0,-0.264,-0.16,-0.019,0.71,-1.46,-0.27,0.501,3.75,-243.0,-2.02,-0.141,1056.0,-1.52,2.0,0.75,-1.49,5.51,-0.51,0.09,-1.66,0.68,-1.0590000000000002,0.8759999999999999,-1.31,-0.72,2265.0,-1.39,9,0.114,0.06,-0.24,-1.45,,,,-0.32,-0.39
309,-1.03,-0.84,1.34,1014.8,220.0,-0.264,-0.26,-0.17600000000000002,0.27,-1.33,-0.74,1.149,3.0,-139.0,-2.4,-0.225,877.0,-1.69,1.3,0.67,-1.65,5.2,-0.87,0.14,-1.98,-0.62,-1.218,1.5530000000000002,-1.08,-1.92,607.0,-1.48,10,0.337,0.9,-0.2,-1.71,,,,-0.29,-0.41
310,-0.26,-1.11,-0.34,1014.83,-1.0,-0.264,-0.23,-0.29100000000000004,0.61,-2.46,-1.66,1.7169999999999999,0.0,-11.0,-1.91,-0.21899999999999997,815.0,-1.82,4.3,0.54,-1.92,4.92,-1.81,0.09,-2.37,-0.27,-1.013,0.726,-1.12,-1.47,8.0,-1.66,11,0.002,0.29,-0.24,-1.95,,,,-0.78,-0.38
311,-1.65,0.21,-0.34,1005.32,-63.0,-0.265,-0.1,-0.354,0.22,-1.89,0.23,1.97,0.0,0.0,-1.17,-0.248,842.0,-1.85,3.0,0.4,-2.04,2.31,-0.76,-0.01,-2.26,,-0.76,0.595,-1.14,-0.29,40.0,-1.79,12,-0.18100000000000002,0.43,-0.31,-2.03,,,,-1.37,-0.35
312,3.75,1.05,0.47,1006.61,216.0,-0.265,-0.28,-0.6409999999999999,1.64,-1.96,-1.54,2.145,0.0,-5.0,-1.49,-0.285,831.0,-1.8,4.0,0.34,-2.02,-0.91,-1.22,-0.01,-2.09,-0.65,-2.008,0.56,-1.35,-0.17,2.0,-1.63,1,0.23199999999999998,-3.37,-0.36,-1.84,,,,-2.2,-0.45
313,0.68,-0.6,-1.65,1011.16,38.0,-0.266,-0.51,-0.654,0.21,-1.66,-1.5,2.129,0.0,-7.0,-2.91,-0.293,809.0,-1.34,3.4,0.14,-1.48,-1.31,-1.65,-0.22,-1.66,-1.12,-2.04,5.932,-1.38,-0.3,22.0,-1.48,2,-0.489,-0.78,-0.29,-1.55,,,,-2.27,-0.67
314,-0.81,-0.43,-0.86,1007.38,65.0,-0.26899999999999996,-0.73,-0.627,0.77,-1.82,-1.1,1.962,0.0,8.0,-4.81,-0.41100000000000003,792.0,-0.96,4.0,0.15,-1.15,-1.08,-0.9,-0.01,-1.45,0.32,-2.549,-1.7690000000000001,-0.84,-0.83,20.0,-0.97,3,-0.746,-1.26,-0.24,-1.23,,,,-1.88,-0.92
315,-2.3,0.41,1.3,1014.53,159.0,-0.272,-1.09,-0.601,0.26,-1.23,-0.73,1.7280000000000002,0.0,-27.0,-6.31,-0.5329999999999999,861.0,-0.81,1.6,0.36,-1.2,-1.92,-0.52,-0.1,-1.36,-0.41,-3.1010000000000004,3.4139999999999997,-0.39,-0.78,37.0,-0.85,4,0.309,-0.19,-0.25,-1.03,,,,-1.28,-1.1
316,-0.01,-0.17,0.72,1015.46,288.0,-0.275,-0.89,-0.48700000000000004,0.12,-1.18,-0.4,1.702,0.0,-62.0,-6.22,-0.51,906.0,-0.89,1.6,0.49,-1.14,-7.58,-0.28,-0.01,-1.29,0.03,-2.992,2.2230000000000003,-0.2,-1.52,342.0,-0.69,5,-0.507,0.36,-0.29,-0.91,,,,-0.95,-1.12
317,-0.14,0.17,1.81,1015.98,48.0,-0.275,-0.61,-0.502,0.32,-0.58,-1.36,1.5019999999999998,0.0,-117.0,-4.9,-0.457,863.0,-0.84,0.7,0.43,-1.08,-13.86,-0.31,0.04,-1.2,-2.29,-2.372,0.209,-0.78,-1.7,844.0,-0.48,6,-0.048,-0.13,-0.37,-0.77,,,,-0.77,-0.94
318,2.07,-0.73,0.33,1017.06,-36.0,-0.276,-0.5,-0.366,2.21,-0.93,-0.09,1.229,0.0,337.0,-3.89,-0.524,925.0,-0.59,1.9,0.58,-1.16,-19.58,-0.08,0.0,-0.9,-1.52,-2.274,0.3,-0.58,-2.79,2685.0,-0.55,7,0.39,0.81,-0.42,-0.53,,,,-0.4,-0.78
319,0.89,-0.95,0.94,1014.59,-7.0,-0.278,-0.39,-0.312,1.79,-0.47,0.9,0.89,3.75,277.0,-3.66,-0.47700000000000004,830.0,-0.4,1.3,0.42,-0.82,-23.14,0.27,0.13,-0.52,2.42,-2.36,0.759,-0.46,-3.16,2526.0,-0.37,8,-0.5329999999999999,0.24,-0.49,-0.37,,,,-0.67,-0.66
320,0.11,0.95,-0.55,1014.35,320.0,-0.278,-0.5,-0.275,1.18,-0.7,0.35,0.825,10.5,81.0,-3.9,-0.515,878.0,-0.63,1.8,0.14,-1.05,-23.52,0.44,-0.08,-0.64,2.56,-2.9810000000000003,-0.324,-0.63,-4.35,875.0,-0.79,9,-0.136,-0.4,-0.49,-0.41,,,,-0.86,-0.69
321,-1.44,1.04,-1.46,1010.74,280.0,-0.278,-0.46,-0.375,2.7,-0.78,0.93,0.636,0.0,-53.0,-3.46,-0.517,976.0,-1.03,1.5,0.11,-1.23,-23.12,-0.1,-0.04,-0.94,0.18,-2.101,2.549,-1.2,-3.61,1165.0,-1.11,10,-1.024,-0.22,-0.46,-0.61,,,,-1.15,-0.68
322,1.27,-0.7,-0.27,1010.51,11.0,-0.27699999999999997,-0.51,-0.466,0.52,-0.26,0.53,0.479,0.0,2.0,-4.12,-0.435,903.0,-1.11,-0.2,0.25,-1.14,-22.48,0.43,-0.07,-1.09,-1.75,-1.8019999999999998,1.337,-1.0,-1.85,11.0,-0.97,11,-0.435,0.42,-0.41,-0.75,,,,-1.09,-0.69
323,3.06,1.3,0.48,1006.12,113.0,-0.276,-0.51,-0.474,0.65,-0.43,0.38,0.361,0.0,-4.0,-3.91,-0.37,811.0,-1.04,0.3,0.11,-1.12,-22.57,-0.12,-0.01,-0.97,,-1.525,4.283,-1.46,-0.17,41.0,-0.99,12,0.556,-0.89,-0.38,-0.64,,,,-1.08,-0.53
324,2.43,0.17,-0.22,1010.94,26.0,-0.276,-0.24,-0.479,0.66,0.11,-1.2,0.6,0.0,-5.0,-2.14,-0.282,775.0,-0.54,-0.8,-0.13,-0.71,-16.7,-0.84,0.11,-0.45,-1.52,-1.308,4.746,-1.15,-0.17,32.0,-0.92,1,1.595,-0.46,-0.29,-0.54,,,,-1.14,-0.49
325,0.4,-1.15,1.35,1008.16,-25.0,-0.27699999999999997,-0.41,-0.45799999999999996,0.9,-0.43,-0.51,0.7490000000000001,0.0,-6.0,-2.4,-0.348,742.0,-0.85,1.3,-0.19,-0.55,-15.39,-0.71,0.13,-0.68,-0.5,-2.0580000000000003,-0.6920000000000001,-1.18,-0.3,83.0,-0.74,2,0.19399999999999998,-0.77,-0.17,-0.57,,,,-1.12,-0.47
326,-1.26,-1.04,0.85,1014.4,58.0,-0.27699999999999997,-0.49,-0.455,1.41,-0.84,-0.81,0.855,0.0,5.0,-3.01,-0.319,724.0,-0.87,2.6,-0.15,-0.86,-13.04,-0.51,0.15,-1.09,-0.14,-2.009,-0.405,-0.33,-0.34,48.0,-0.91,3,0.151,-0.46,-0.09,-0.65,,,,-1.22,-0.58
327,-0.84,-1.89,-1.69,1018.88,-25.0,-0.278,-0.45,-0.512,0.89,-0.95,-0.67,0.9490000000000001,0.0,0.0,-2.42,-0.355,707.0,-0.57,1.9,-0.11,-0.99,-5.12,-1.3,0.04,-0.96,-1.57,-1.486,3.509,0.0,-0.22,4.0,-0.82,4,0.409,0.37,-0.07,-0.73,,,,-1.39,-0.73
328,-2.42,-0.43,-0.51,1014.54,49.0,-0.27699999999999997,-0.7,-0.39799999999999996,0.34,-0.96,0.6,1.337,0.0,55.0,-3.16,-0.39799999999999996,701.0,-1.09,1.1,0.04,-1.15,1.18,-1.02,0.25,-1.13,-1.21,-1.7009999999999998,0.8640000000000001,-0.96,-1.21,68.0,-1.2,5,-0.614,-0.45,-0.13,-0.83,,,,-1.27,-0.81
329,0.18,-0.54,0.97,1016.58,156.0,-0.275,-0.4,-0.521,0.32,-1.58,-0.31,1.4609999999999999,0.0,-93.0,-2.9,-0.305,697.0,-1.4,2.1,0.17,-1.43,4.47,-1.16,0.02,-1.5,-2.09,-1.32,1.392,-1.43,-1.21,1808.0,-1.04,6,-0.32299999999999995,-0.61,-0.2,-0.98,,,,-1.06,-0.79
330,0.63,1.57,0.45,1015.8,163.0,-0.273,-0.28,-0.27899999999999997,2.4,-1.83,-1.53,1.5030000000000001,1.25,514.0,-1.17,-0.281,772.0,-1.19,3.1,0.02,-1.53,7.41,-0.4,0.07,-1.39,0.6,-0.687,0.624,-0.93,-2.55,2718.0,-0.93,7,0.345,1.59,-0.27,-1.13,,,,-0.9,-0.63
331,0.08,-0.46,2.24,1017.49,-18.0,-0.272,-0.15,-0.278,1.01,-1.76,-1.1,1.734,2.75,28.0,-0.55,-0.195,904.0,-1.08,3.3,-0.02,-1.76,9.06,-1.07,-0.2,-1.52,0.99,-0.41700000000000004,3.053,-0.95,-3.6,3233.0,-1.12,8,0.13,0.32,-0.29,-1.2,,,,-1.1,-0.57
332,1.75,1.67,-0.71,1016.45,-9.0,-0.27,-0.26,-0.28,2.08,-1.9,-0.23,1.933,13.75,236.0,-1.13,-0.345,796.0,-1.41,3.4,-0.24,-2.05,10.25,-1.23,-0.02,-1.66,0.81,-0.8490000000000001,2.615,-1.57,-3.54,2536.0,-1.32,9,1.278,0.22,-0.29,-1.37,,,,-0.91,-0.59
333,0.39,-0.08,1.63,1013.76,4.0,-0.27,-0.3,-0.47100000000000003,0.16,-1.66,-0.65,1.983,2.75,-57.0,-1.35,-0.363,757.0,-1.61,2.8,-0.18,-2.21,10.65,-1.29,-0.05,-1.83,-0.56,-1.7930000000000001,2.151,-1.97,-3.14,796.0,-1.61,10,0.138,0.0,-0.3,-1.43,,,,-0.84,-0.7
334,0.86,0.3,0.32,1012.44,-42.0,-0.27,-0.39,-0.5760000000000001,1.05,-1.36,-0.63,1.946,0.0,3.0,-1.67,-0.35100000000000003,808.0,-1.44,1.9,-0.03,-2.11,11.27,-2.08,-0.12,-1.66,-1.14,-1.633,3.264,-2.25,-2.11,12.0,-1.61,11,0.619,1.04,-0.37,-1.55,,,,-0.73,-0.64
335,-1.57,-0.09,0.92,1007.02,114.0,-0.27,-0.26,-0.659,0.62,-1.74,-0.16,1.9080000000000001,0.0,0.0,-0.62,-0.331,746.0,-1.81,3.5,-0.34,-2.15,10.95,-1.61,-0.2,-1.93,,-1.5,4.765,-1.88,-0.32,0.0,-1.73,12,1.29,-1.01,-0.49,-1.65,,,,-0.98,-0.52
336,0.75,-0.8,0.61,1004.08,-81.0,-0.27,-0.3,-0.607,0.19,-1.42,-0.25,1.725,0.0,12.0,-0.02,-0.39399999999999996,747.0,-1.9,2.3,-0.41,-1.74,9.22,-1.14,-0.02,-2.01,-0.3,-1.0490000000000002,5.938,-1.12,-0.17,60.0,-1.6,1,0.034,-0.71,-0.6,-1.56,,,,-1.27,-0.49
337,1.29,0.61,0.86,1013.13,75.0,-0.26899999999999996,-0.48,-0.635,1.43,-1.24,-2.38,1.7269999999999999,0.0,5.0,-1.1,-0.451,705.0,-1.1,2.8,-0.4,-1.3,8.92,-1.85,-0.09,-1.26,0.07,-1.609,2.33,-0.64,-0.3,12.0,-0.96,2,1.656,-0.39,-0.57,-1.17,,,,-0.92,-0.63
338,1.87,0.38,-1.58,1013.8,10.0,-0.267,-0.81,-0.608,0.51,-0.97,-1.78,1.6969999999999998,0.0,-7.0,-2.74,-0.503,767.0,-0.67,2.9,-0.48,-0.98,9.7,-0.96,-0.33,-0.82,-0.83,-2.093,4.956,-0.53,-0.87,40.0,-0.92,3,0.5870000000000001,-0.06,-0.45,-0.73,,,,-0.61,-0.72
339,-1.53,0.14,-0.68,1015.31,-15.0,-0.265,-0.66,-0.496,0.95,-0.35,0.92,1.8130000000000002,0.0,9.0,-2.43,-0.436,763.0,-0.66,0.5,-0.67,-0.82,11.53,-0.89,-0.21,-0.93,-1.52,-1.7180000000000002,-1.774,0.17,-1.11,63.0,-0.88,4,0.44,0.92,-0.34,-0.47,,,,-0.04,-0.82
340,1.2,0.94,-0.31,1014.5,-62.0,-0.262,-0.79,-0.557,0.91,-0.57,0.58,2.0580000000000003,0.0,83.0,-2.81,-0.498,706.0,-0.34,0.6,-0.7,-0.77,10.04,-0.68,-0.19,-0.74,-0.9,-1.86,0.244,0.7,-1.04,70.0,-0.39,5,0.06,1.19,-0.34,-0.28,,,,-0.25,-0.8
341,1.76,1.11,2.24,1015.76,-74.0,-0.26,-0.59,-0.489,0.27,0.14,-1.32,2.354,0.0,30.0,-2.12,-0.493,706.0,0.33,0.4,-0.6,-0.76,2.78,-0.67,-0.15,-0.38,-0.03,-1.5719999999999998,-0.622,1.37,-1.76,1601.0,0.0,6,0.32799999999999996,1.28,-0.35,-0.05,,,,-0.08,-0.8
342,-0.57,-0.29,1.97,1015.07,-77.0,-0.257,-0.37,-0.451,2.3,0.86,-0.12,2.206,0.0,-106.0,0.02,-0.317,675.0,0.43,-1.4,-0.67,-0.72,-1.9,0.61,-0.18,-0.16,-1.21,-0.871,-1.251,1.61,-2.34,3217.0,0.4,7,-0.325,2.35,-0.31,0.18,,,,-0.28,-0.55
343,0.62,2.34,-1.0,1015.43,-43.0,-0.255,0.07,-0.431,1.39,0.89,-0.62,1.881,14.5,-134.0,1.56,-0.195,748.0,0.76,-1.3,-0.48,-0.62,-4.89,1.28,-0.21,0.12,0.23,0.188,-0.653,1.25,-2.23,3013.0,0.54,8,0.5589999999999999,1.22,-0.29,0.35,,,,0.36,-0.31
344,-3.46,-1.11,1.69,1011.75,16.0,-0.252,0.14,-0.526,2.09,1.08,-0.04,1.3519999999999999,8.75,50.0,1.4,-0.203,731.0,0.82,-1.9,-0.32,-0.5,-6.19,0.82,-0.12,0.3,1.82,-0.10300000000000001,-1.777,0.83,-3.42,1403.0,0.59,9,-0.743,0.1,-0.29,0.62,,,,0.63,-0.15
345,-0.64,0.42,0.96,1012.2,29.0,-0.251,0.18,-0.33,0.68,0.45,0.91,0.809,2.25,425.0,0.82,-0.303,759.0,0.91,0.7,-0.35,-0.03,-8.23,1.11,-0.36,0.75,1.53,-1.091,0.778,0.51,0.21,20.0,0.73,10,-0.804,-0.66,-0.31,0.81,,,,0.47,-0.18
346,1.5,0.04,-0.48,1007.68,30.0,-0.25,0.04,-0.25,0.43,0.11,1.72,0.303,0.0,44.0,-0.66,-0.425,729.0,0.78,1.2,-0.45,0.09,-8.89,1.25,-0.23,0.71,2.19,-1.511,0.032,0.49,0.03,530.0,0.64,11,-0.087,0.23,-0.27,0.86,,,,-0.02,-0.34
347,-3.63,-1.57,-1.78,1005.06,-63.0,-0.248,-0.31,-0.29600000000000004,0.26,0.6,0.21,0.066,0.0,12.0,-2.15,-0.441,767.0,0.66,-0.6,-0.21,-0.25,-11.85,1.22,-0.02,0.49,,-1.882,0.625,0.39,-0.25,13.0,0.39,12,-2.074,-1.11,-0.22,0.85,,,,-0.6,-0.4
348,-2.36,-1.72,-0.49,999.02,88.0,-0.24600000000000002,-0.15,-0.254,1.15,0.65,1.6,-0.16399999999999998,0.0,3.0,-1.98,-0.39899999999999997,774.0,0.88,-0.7,-0.19,-0.1,-14.44,1.65,0.13,0.78,0.75,-1.469,0.306,0.23,-0.14,60.0,0.77,1,-3.767,-1.08,-0.18,0.71,,,,-1.06,-0.47
349,0.28,-1.0,-1.73,1001.18,-24.0,-0.244,-0.22,-0.262,0.28,-0.01,2.43,-0.266,0.0,-8.0,-1.57,-0.34299999999999997,823.0,0.56,2.0,0.0,-0.15,-14.9,1.11,0.23,0.37,-1.4,-1.43,4.662,-0.38,-0.16,34.0,0.57,2,-2.01,0.08,-0.11,0.64,,,,-1.41,-0.39
350,1.33,-1.25,0.45,1016.83,-9.0,-0.24100000000000002,-0.11,-0.39799999999999996,0.46,0.78,-0.69,-0.445,0.0,-9.0,-0.83,-0.193,766.0,0.22,-0.9,0.0,-0.23,-17.61,0.72,0.3,0.19,-1.44,-1.06,4.331,-0.46,-0.58,60.0,0.2,3,0.344,1.83,-0.08,0.34,,,,-1.51,-0.32
351,1.07,0.56,-1.01,1016.83,-3.0,-0.239,-0.09,-0.298,0.92,0.33,-0.32,-0.657,0.0,-54.0,-0.31,-0.22699999999999998,776.0,-0.64,-0.7,-0.03,-0.23,-14.93,0.3,0.31,-0.38,0.25,-0.9209999999999999,0.7040000000000001,-0.59,-1.16,65.0,-0.2,4,1.329,0.97,-0.09,0.23,,,,-1.09,-0.25
352,-1.62,-0.75,-1.21,1015.61,67.0,-0.23800000000000002,-0.07,-0.258,0.72,0.72,-0.56,-0.907,0.0,-17.0,-0.08,-0.18,796.0,-0.38,-0.8,-0.05,-0.35,-17.14,0.31,0.33,-0.21,-1.84,-0.542,-1.105,-0.92,-0.94,220.0,0.05,5,0.10400000000000001,-0.43,-0.17,0.21,,,,-1.06,-0.23
353,-0.89,-0.27,0.3,1015.16,292.0,-0.235,0.05,-0.21600000000000003,0.55,1.2,0.57,-1.185,0.0,-93.0,0.03,-0.11699999999999999,915.0,-0.19,-1.5,-0.09,-0.17,-21.33,0.42,0.35,0.01,-0.24,0.192,0.20600000000000002,-0.61,-1.62,1871.0,0.38,6,-0.226,0.17,-0.18,0.34,,,,-1.11,-0.34
354,-1.14,-0.42,-0.01,1017.82,131.0,-0.233,-0.14,-0.38799999999999996,2.29,1.23,-1.04,-1.527,0.0,-96.0,-0.85,-0.115,811.0,-0.23,-1.9,-0.14,-0.06,-18.17,0.19,0.27,0.09,0.03,-0.156,1.129,-0.5,-0.62,3417.0,0.46,7,-0.49200000000000005,0.96,-0.22,0.35,,,,-1.26,-0.41
355,-1.42,-0.49,-1.13,1014.03,-21.0,-0.233,-0.28,-0.318,2.46,0.85,2.2,-1.733,1.25,-202.0,-1.73,-0.155,843.0,-0.38,-1.3,0.01,-0.08,-11.24,0.64,0.31,-0.01,1.69,-0.366,-2.197,-0.9,-1.98,2511.0,0.18,8,-1.412,0.77,-0.22,0.42,,,,-0.8,-0.5
356,1.64,0.51,0.88,1016.62,-81.0,-0.23199999999999998,-0.24,-0.36,1.36,0.86,-0.72,-1.9469999999999998,4.5,59.0,-2.02,-0.242,999.0,-0.03,-1.3,0.03,0.19,-5.09,-0.55,-0.1,0.4,-0.47,-0.823,-1.923,-1.11,-1.33,1560.0,0.18,9,0.586,2.13,-0.26,0.57,,,,-0.44,-0.52
357,0.45,1.08,1.01,1011.43,14.0,-0.233,-0.24,-0.418,0.93,1.2,1.25,-2.106,1.0,-88.0,-2.41,-0.23399999999999999,969.0,0.27,-1.7,-0.09,0.28,-1.81,-0.61,-0.01,0.63,-0.29,-0.685,-0.706,-0.47,-0.66,311.0,0.4,10,-0.009000000000000001,1.67,-0.18,0.73,,,,-0.07,-0.45
358,0.37,-0.21,-0.87,1012.48,21.0,-0.23399999999999999,-0.26,-0.322,0.74,1.33,-0.22,-1.913,0.0,-24.0,-2.4,-0.152,937.0,0.19,-2.1,-0.08,0.32,-0.26,-0.72,0.22,0.48,0.05,-0.57,0.418,-0.47,-0.5,547.0,0.67,11,0.605,-0.27,-0.1,0.81,,,,0.34,-0.42
359,-0.25,-1.02,0.33,1010.0,78.0,-0.23399999999999999,-0.15,-0.26899999999999996,0.64,1.18,-0.8,-1.636,0.0,-2.0,-1.95,-0.214,1021.0,0.25,-1.7,-0.07,0.41,1.69,-0.69,0.13,0.7,,-0.875,-6.57,-0.55,0.01,37.0,0.55,12,-0.24,-0.67,-0.05,0.79,,,,0.72,-0.26
360,0.46,0.26,-0.63,1000.57,-64.0,-0.23399999999999999,0.11,-0.13699999999999998,2.12,0.63,0.13,-1.571,0.0,-3.0,0.23,-0.115,1096.0,0.14,-0.5,-0.19,0.4,3.21,0.34,0.11,0.62,2.76,-0.47200000000000003,-7.837000000000001,-0.41,-0.16,63.0,0.62,1,-0.34700000000000003,-0.01,-0.08,0.69,,,,1.75,-0.14
361,-1.99,-2.94,-0.98,1000.56,103.0,-0.23199999999999998,0.2,-0.223,1.76,1.64,1.4,-1.284,0.0,-3.0,2.0,-0.157,1454.0,0.0,-4.4,-0.29,0.19,6.07,1.45,0.15,0.25,0.48,0.171,-6.265,-0.4,-0.22,205.0,0.45,2,-3.014,-0.15,-0.11,0.42,,,,1.75,-0.02
362,3.1,0.33,-0.24,1008.85,-110.0,-0.228,0.25,-0.147,2.26,0.4,-0.18,-1.0,0.0,31.0,3.2,-0.168,1418.0,-0.46,-0.3,-0.45,-0.14,9.34,1.34,0.25,-0.2,1.38,0.081,-5.78,-1.21,-0.63,130.0,0.16,3,0.502,-1.26,-0.09,0.06,,,,1.54,0.03
363,-3.12,-1.42,1.22,1013.99,-98.0,-0.22399999999999998,0.26,-0.245,0.45,0.11,-0.19,-0.9840000000000001,0.0,168.0,3.8,-0.205,1494.0,-0.94,-0.5,-0.65,-0.59,12.98,1.29,0.3,-0.7,0.82,-0.233,-2.177,-0.77,-0.76,133.0,-0.11,4,-0.9670000000000001,0.18,-0.03,-0.18,,,,0.81,-0.04
364,0.37,1.05,0.1,1017.65,101.0,-0.222,0.08,-0.315,1.32,-1.0,-0.73,-0.905,0.0,60.0,2.05,-0.213,1465.0,-1.15,2.2,-0.64,-0.4,12.23,0.9,0.24,-0.74,-0.23,-0.35100000000000003,3.1510000000000002,-1.25,-1.03,126.0,-0.13,5,0.059000000000000004,-0.04,-0.08,-0.31,,,,0.17,-0.15
365,0.14,1.7,-0.14,1018.11,-15.0,-0.221,-0.14,-0.19699999999999998,0.79,-0.43,-0.92,-0.7859999999999999,0.0,67.0,-0.39,-0.342,1422.0,-0.97,1.1,-0.47,-0.56,8.36,0.15,0.01,-0.71,0.5,-1.058,2.891,-1.18,-0.56,2011.0,-0.55,6,0.635,3.39,-0.15,-0.29,,,,-0.07,-0.33
366,-0.33,-1.11,0.38,1017.46,122.0,-0.22,-0.33,-0.17600000000000002,1.2,-0.45,-2.43,-0.732,0.0,248.0,-1.32,-0.28600000000000003,1311.0,-0.86,0.9,-0.08,-0.62,6.02,-1.24,0.21,-0.55,1.7,-0.892,2.0469999999999997,-0.94,-1.31,3197.0,-0.47,7,-0.604,2.46,-0.22,-0.36,,,,-0.27,-0.43
367,0.05,0.7,1.73,1015.19,-45.0,-0.22,-0.33,-0.254,1.4,-0.48,0.02,-0.616,1.5,-108.0,-0.54,-0.23600000000000002,1140.0,-1.02,0.7,-0.2,-0.59,5.84,-0.56,-0.14,-0.79,0.77,-0.782,1.419,-1.37,-2.03,3092.0,-0.52,8,-0.354,0.66,-0.18,-0.42,,,,-0.26,-0.47
368,1.96,0.6,0.83,1013.89,169.0,-0.221,-0.21,-0.364,0.77,-0.34,1.38,-0.349,10.75,106.0,0.17,-0.19899999999999998,1579.0,-0.72,0.1,-0.35,-0.48,5.91,-0.44,0.14,-0.71,-0.48,-0.28800000000000003,1.318,-0.88,-2.55,931.0,-0.49,9,-0.099,0.92,-0.16,-0.42,,,,-0.22,-0.41
369,0.02,2.61,1.42,1012.25,188.0,-0.222,0.08,-0.517,1.36,0.16,0.69,-0.085,1.25,105.0,0.51,-0.217,1582.0,-0.41,-0.6,-0.38,-0.56,6.22,0.1,0.05,-0.46,0.43,-0.251,0.83,-0.96,-1.54,222.0,-0.12,10,0.895,-0.76,-0.07,-0.29,,,,-0.2,-0.31
370,3.91,3.06,1.1,1011.24,373.0,-0.221,0.01,-0.428,3.07,0.07,-0.48,0.022000000000000002,0.0,17.0,0.05,-0.129,1515.0,-0.31,0.0,-0.43,-0.39,4.04,-0.07,0.11,-0.38,1.28,-0.162,0.9890000000000001,-0.04,-1.31,272.0,0.02,11,2.47,0.1,-0.01,-0.08,,,,0.2,-0.27
